tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
569660306298945537,negative,1.0,Can't Tell,1.0,US Airways,,ElmiraBudMan,,0,@USAirways @PHLAirport this is the reason I avoid @PHLAirport and @USAirways like the plague. Glad to see this merger is working well. #dumb,,2015-02-22 16:49:35 -0800,Does it really matter,
569659952681361408,negative,0.6858,Can't Tell,0.3666,US Airways,,jwhill12,,0,@USAirways @AmericanAir Any word on accommodations for the passengers on US 746 when they arrive in Charlotte? Lot of tired passengers here,,2015-02-22 16:48:11 -0800,Philadelphia,
569659646916440065,positive,1.0,,,US Airways,,BillyNealis,,0,"@USAirways @AmericanAir Thank you for a couple of easy, hassle free flights today, professional and friendly staff made everything easy!",,2015-02-22 16:46:58 -0800,,Quito
569659137581326336,negative,1.0,Flight Attendant Complaints,1.0,US Airways,,ElmiraBudMan,,0,@USAirways hire smarter IT people if your systems keep crashing instead of some of the mooks you man some of these airports with. #goDelta,,2015-02-22 16:44:56 -0800,Does it really matter,
569659027073867777,negative,1.0,Late Flight,1.0,US Airways,,fhillyer,,0,@USAirways flight 614 keeps telling a few more mins to take off its been an hour. First time with you not the best #lies #brokenpromises,,2015-02-22 16:44:30 -0800,San Diego,Pacific Time (US & Canada)
569658553381883905,negative,1.0,Late Flight,0.6775,US Airways,,ElmiraBudMan,,1,@USAirways what is wrong with you guys and your inability to get planes in and out of Philly on time. Our pilot gave us a answer that was bs,,2015-02-22 16:42:37 -0800,Does it really matter,
569658168097292288,negative,1.0,Can't Tell,0.6315,US Airways,,ElmiraBudMan,,0,@USAirways you guys have to be the worst. We are flying into Philadelphia and have only two jetways available for an on time plane.#pisspoor,,2015-02-22 16:41:05 -0800,Does it really matter,
569657895522054145,neutral,0.6457,,0.0,US Airways,,KOstrowka,,0,@USAirways I have received two reservation check-ins for two different flights for my one flight tomorrow morning. Need assistance ASAP,,2015-02-22 16:40:00 -0800,"Raleigh, NC",Eastern Time (US & Canada)
569657128866095104,negative,1.0,Lost Luggage,0.6583,US Airways,,olfazo,,0,@USAirways where's our luggage? Been waiting more than an hour! Flight 2118.,,2015-02-22 16:36:57 -0800,"New York, New York",
569656884262793216,neutral,0.657,,0.0,US Airways,,alexdfletcher,,0,@USAirways Cancelled Flightled the last part of a ticket and am confused from the email I received whether value remains. Is there someone I can ask?,,2015-02-22 16:35:59 -0800,,Eastern Time (US & Canada)
569656088817233921,negative,1.0,Can't Tell,0.6735,US Airways,,JK47theweapon,,1,@USAirways You suck in Philadelphia.  Let us off this plane! #phl,,2015-02-22 16:32:49 -0800,Philly Area,Eastern Time (US & Canada)
569655603783708673,negative,1.0,Late Flight,1.0,US Airways,,PeterPiatetsky,,0,"@USAirways @AmericanAir pissing off thousands of East coast customers.  When the delay is longer than the flight,  you = fail",,2015-02-22 16:30:54 -0800,Nebraska,Eastern Time (US & Canada)
569655302871580673,neutral,1.0,,,US Airways,,Andyba25,,0,@USAirways please have your people hold flight 599 from Phoenix to San Jose.  We pulling up to the gate! Scheduled to depart at 5:40,,2015-02-22 16:29:42 -0800,South,
569654471342600193,negative,1.0,Customer Service Issue,0.3543,US Airways,,shawnalea85,,0,@USAirways 2 hours and counting. ..what kind of travel voucher do I get for this??,,2015-02-22 16:26:24 -0800,,
569654319391354880,negative,1.0,Late Flight,0.6782,US Airways,,Mark_Shires,,0,"@USAirways we've been waiting at the gate for 2 hrs, why are we now waiting to stow the luggage?",,2015-02-22 16:25:48 -0800,WITSEC League,Atlantic Time (Canada)
569653977714962433,negative,1.0,Late Flight,1.0,US Airways,,LaChavalina,,0,"@USAirways That's 1h 10m waiting to get my bag, 1h40m of flight delays, plus the 2hrs of delay I had on the way out. Never flying you again.",,2015-02-22 16:24:26 -0800,"Pony Paradise, VA",Arizona
569653415317413888,negative,1.0,Customer Service Issue,0.6955,US Airways,,MosheStatman,,0,@USAirways #stuck in Florida with no flights... Service sucks here. #nofood #nodrinks #nohelp,,2015-02-22 16:22:12 -0800,,Atlantic Time (Canada)
569653219229630464,negative,1.0,Flight Attendant Complaints,0.3543,US Airways,,traxleris1,,0,"@USAirways - why can't the gate agent on flight #759 provide an update? Seriously, this is ridiculous how long people have been waiting",,2015-02-22 16:21:25 -0800,"Philly, Chicago, MSP, Vegas",Eastern Time (US & Canada)
569652631938985984,negative,1.0,Customer Service Issue,1.0,US Airways,,mjkelesh,,0,@USAirways your IVR hung up on me because of high call volume? I need help. Call me,,2015-02-22 16:19:05 -0800,O-H,
569652266006941698,negative,1.0,Late Flight,0.654,US Airways,,JoanEisenstodt,,0,"@USAirways A tweeted apology is not enough for delay fiasco. NONE for insult from gate agent is worse. Except for Mark N., all bad at CLT.",,2015-02-22 16:17:38 -0800,"Washington, DC",Eastern Time (US & Canada)
569651499422375936,neutral,0.3542,,0.0,US Airways,,Little_BeerGirl,,0,"@USAirways sorry, we are in Philly. Should've told you that.",,2015-02-22 16:14:35 -0800,"ÜT: 42.076557,-76.770488",Eastern Time (US & Canada)
569651459152859137,negative,1.0,Late Flight,0.6915,US Airways,,toddliveonfire,,0,@USAirways pilot for flight 729 didn't show until after departure ⌚️ &amp; now there's a broken computer. Next time flying @United. #ALWAYSLate Flight,,2015-02-22 16:14:26 -0800,"H-Town Houston, Texas",Eastern Time (US & Canada)
569651165396373504,neutral,0.691,,0.0,US Airways,,tworstwots,,0,@USAirways pilot says that we are going to take off in 10 minutes. So maybe the systems came back online?,,2015-02-22 16:13:16 -0800,"San Francisco, CA",Eastern Time (US & Canada)
569651085348110336,negative,0.6614,longlines,0.337,US Airways,,Little_BeerGirl,,0,@USAirways it's flt 4827 to ELM - still no gate and still have to make it thru customs,,2015-02-22 16:12:57 -0800,"ÜT: 42.076557,-76.770488",Eastern Time (US & Canada)
569650819894652928,negative,1.0,Flight Booking Problems,0.6809,US Airways,,CarloMJ1,,0,@USAirways @AmericanAir According to your costumer support your website is holding my money hostage and you cant do anything about it..,,2015-02-22 16:11:53 -0800,,
569650751598944256,negative,1.0,longlines,0.659,US Airways,,Little_BeerGirl,,0,"@USAirways any way to tell our gate we are going? Stuck on tarmack, int'l flt FLT 878 going to ELM Gate F6",,2015-02-22 16:11:37 -0800,"ÜT: 42.076557,-76.770488",Eastern Time (US & Canada)
569650547562811393,negative,1.0,Cancelled Flight,0.6211,US Airways,,WritelySoul,,0,"@USAirways sucks. Delayed my mom's flight 2X, Cancelled Flightled it, delayed her flight again today,all for mech. issues.She had 2 sleep in airport!",,2015-02-22 16:10:48 -0800,"Boston, MA",
569649975342333952,negative,0.6701,Cancelled Flight,0.6701,US Airways,,KeithFGorman,,0,@USAirways when your routing system goes down which grounds all your long haul flights you should think about a #failover plan,,2015-02-22 16:08:32 -0800,,Eastern Time (US & Canada)
569649590632374273,negative,0.652,Cancelled Flight,0.652,US Airways,,dixonbryce,,0,@USAirways @Truthh4 they didn't give you the wifi password? Smh,,2015-02-22 16:07:00 -0800,united states georgia,
569649433635368961,negative,1.0,Late Flight,0.3689,US Airways,,Mwoodshop,,0,@USAirways @AmericanAir Sitting at the gate on Flight 719 for an hour due to computers being down. What backup plan is in place for this??,,2015-02-22 16:06:23 -0800,Jerz,Eastern Time (US & Canada)
569649297731399682,negative,1.0,Cancelled Flight,1.0,US Airways,,Spencerklein,,0,@USAirways ...was Cancelled Flightled and now I need to locate my baggage,,2015-02-22 16:05:50 -0800,,Eastern Time (US & Canada)
569649203753791488,negative,1.0,Lost Luggage,1.0,US Airways,,Spencerklein,,0,@USAirways I need help locating my bag. I arrived in Denver last night at midnight from charlotte but my  8am flight to Hayden/steamboat,,2015-02-22 16:05:28 -0800,,Eastern Time (US & Canada)
569649125525983233,neutral,0.7128,,0.0,US Airways,,BrettPatrick_,,0,@USAirways #555PHLtoSLC this is happening now.,,2015-02-22 16:05:09 -0800,Philadelphia,Eastern Time (US & Canada)
569648671870099456,negative,1.0,Bad Flight,0.341,US Airways,,_Leycar,,0,@USAirways what is going on with the computers? Why is my flight grounded? Why does your airline suck so much? #UnansweredQuestions,,2015-02-22 16:03:21 -0800,,Eastern Time (US & Canada)
569648534569361408,negative,1.0,Late Flight,1.0,US Airways,,joekamal48,,0,@USAirways @AmericanAir 2hrs Late Flightr finally taking off😂😂😂,,2015-02-22 16:02:48 -0800,,
569647597666889728,negative,1.0,Late Flight,0.6565,US Airways,,shawnalea85,,0,"@USAirways holding your passengers hostage during your computer crash is not customer friendly, let us off the plane or get us moving",,2015-02-22 15:59:05 -0800,,
569647318535786496,negative,0.7090000000000001,Customer Service Issue,0.7090000000000001,US Airways,,tank_martell,,0,@USAirways been on hold for over and hour now.,,2015-02-22 15:57:58 -0800,"Beaufort, SC",Eastern Time (US & Canada)
569647082870415361,negative,0.6735,Cancelled Flight,0.3469,US Airways,,tworstwots,,0,@USAirways pilot tells me that all @AmericanAir and US Airways flights across the country have stopped due to a computer system failure.,,2015-02-22 15:57:02 -0800,"San Francisco, CA",Eastern Time (US & Canada)
569646886610702337,negative,1.0,Lost Luggage,0.3487,US Airways,,LaChavalina,,0,@USAirways Flt 4609 landed over half an hour ago. Not a single bag yet on the baggage claim. Hate you so much right now.,,2015-02-22 15:56:15 -0800,"Pony Paradise, VA",Arizona
569646309159927808,negative,1.0,Customer Service Issue,1.0,US Airways,,bconners,,0,@USAirways @AmericanAir will one of you please answer the phone?,,2015-02-22 15:53:58 -0800,"Chicago, IL",Central Time (US & Canada)
569646045656948737,negative,0.7007,Late Flight,0.7007,US Airways,,DaniLew_1,,0,@USAirways no word on delay reasons @LGB but Twitter is aflame with flight tracking computer crash. Rumors. True or Not?,,2015-02-22 15:52:55 -0800,"Virginia, USA",Eastern Time (US & Canada)
569645836109418496,negative,1.0,longlines,0.3478,US Airways,,AllisonTonkin,,0,"@USAirways stuck at the gate in Charlotte, NC waiting for ""release papers"" and a fix for a broken computer system.",,2015-02-22 15:52:05 -0800,,
569645701291843584,negative,1.0,Late Flight,0.3487,US Airways,,Mwoodshop,,0,@USAirways Sitting at the gate on Flight 719 for an hour due to Sabre being down. What backup plan is in place if Sabre cannot be fixed?,,2015-02-22 15:51:33 -0800,Jerz,Eastern Time (US & Canada)
569644766779936768,negative,1.0,Late Flight,0.6563,US Airways,,dailydebs,,0,@USAirways not Cancelled Flightling #837 because you don't want to put us in a hotel for night is our guess,,2015-02-22 15:47:50 -0800,Indiana!,
569644694759714816,neutral,1.0,,,US Airways,,mattsmith1868,,0,@USAirways can I get a beer please. Flight #1715,,2015-02-22 15:47:33 -0800,SC,
569644249337110528,negative,1.0,Late Flight,0.6987,US Airways,,dailydebs,,0,@USAirways really? 8 hr delay in Virgin Island and not even a food voucher.,,2015-02-22 15:45:47 -0800,Indiana!,
569643648910028801,negative,1.0,Customer Service Issue,1.0,US Airways,,runfixsteve,,0,@usairways the. Worst. Ever. #dca #customerservice,,2015-02-22 15:43:24 -0800,"St. Augustine, Florida",
569642526065471488,negative,1.0,Customer Service Issue,0.3482,US Airways,,MadameMoodle,,0,@USAirways 2nd February in a row- stranded us when we try to return from Cancun! No contact info- no way to rebook! #badcustomerservice,"[21.15192481, -86.82441431]",2015-02-22 15:38:56 -0800,"Sacramento, CA 95864",Pacific Time (US & Canada)
569642419307864064,negative,1.0,Late Flight,0.6633,US Airways,,terenceryan,,0,@USAirways printer problems causing us to sit on the runway for 45 mins. Get it together.,,2015-02-22 15:38:30 -0800,"West Chester, Pa",
569641916855402496,negative,1.0,Late Flight,1.0,US Airways,,KDougherty2012,,0,@USAirways nothing like back to back delayed flights let hope this one isn't 12 hours like the last time.,,2015-02-22 15:36:31 -0800,,Quito
569641343254970368,negative,1.0,Lost Luggage,0.6989,US Airways,,jenw714,,0,@USAirways can you please help me find my luggage since you're the one who lost it? Your customer service SUCKS.,,2015-02-22 15:34:14 -0800,Atl,Central Time (US & Canada)
569640733466103808,negative,0.6403,longlines,0.6403,US Airways,,DPodgorny,,0,@USAirways What is happening at Reagan Airport DCA? Long lines and four people working checkIn! #unhappy #DCA,,2015-02-22 15:31:48 -0800,,Quito
569640574971715584,negative,1.0,Damaged Luggage,1.0,US Airways,,Sama53,,0,"@USAirways @AuroraBIZ check your bag, @PHLAirport bag handlers broke into my suitcase and stole my camera, bag was returned in a trash bag",,2015-02-22 15:31:11 -0800,,Eastern Time (US & Canada)
569639784819372032,negative,0.6445,Customer Service Issue,0.6445,US Airways,,runfixsteve,,0,@usairways hopefully your crappy service improves as u become @americanairlines #angryairtravel #winterstorm,,2015-02-22 15:28:02 -0800,"St. Augustine, Florida",
569639305016152066,negative,1.0,longlines,0.6831,US Airways,,runfixsteve,,0,@usairways 2 people working the counter at #dca? Massive lines. Poorly played. #winterstorm,,2015-02-22 15:26:08 -0800,"St. Augustine, Florida",
569638835539349504,neutral,1.0,,,US Airways,,mattsmith1868,,0,@USAirways what's going on in CLT?,,2015-02-22 15:24:16 -0800,SC,
569638678194040832,negative,0.6721,Lost Luggage,0.6721,US Airways,,jeffpash,,0,@USAirways @USAirwaysCenter My lost bag lands in Hartford at 639p tonight. Will it be delivered to Danbury CT tonight?,,2015-02-22 15:23:38 -0800,San Francisco,Pacific Time (US & Canada)
569638479157723136,neutral,0.6682,,0.0,US Airways,,georgetietjen,,0,@USAirways So any ideas when the IT Geeks will plug in the servers so 639 can be on its way to PHX?,,2015-02-22 15:22:51 -0800,,
569638381375909889,negative,1.0,Can't Tell,0.6635,US Airways,,aj1powers,,1,@USAirways who do I contact about my awful experience I had 2/15/15 with @USAirways Flight 713 BUF-CLT?,,2015-02-22 15:22:28 -0800,,Eastern Time (US & Canada)
569637822929317890,negative,0.6948,Customer Service Issue,0.3522,US Airways,,joekamal48,,0,@USAirways @AmericanAir  nvm my bad it's been an hour and a half #thanks,,2015-02-22 15:20:15 -0800,,
569635479383085056,negative,1.0,Late Flight,0.6559,US Airways,,elias02,,0,@USAirways after a crappy flight due to delays and rude staff members I'm happy to report after paying $25 to check my luggage it's ruined,,2015-02-22 15:10:56 -0800,,Quito
569635391965405184,negative,1.0,Can't Tell,0.6768,US Airways,,OwlBeEmmCee,,0,@USAirways always letting me down. 👊,,2015-02-22 15:10:35 -0800,"Charlotte, NorCack",Eastern Time (US & Canada)
569634364780351488,positive,1.0,,,US Airways,,nanceebing,,0,@USAirways please keep Emily at you gso airport ticketing on staff she is amazing,,2015-02-22 15:06:30 -0800,south beach/ LA / NC,Eastern Time (US & Canada)
569633357451153408,negative,1.0,Flight Booking Problems,0.6759999999999999,US Airways,,thpx,,0,"@usairways I don't understand why I can't get my missing miles? I was on the flight, it was in my Dividend Miles Account… #help",,2015-02-22 15:02:30 -0800,"Bavaria, Germany",Berlin
569633323997212672,negative,1.0,Late Flight,0.6202,US Airways,,ardakuyumcu,,2,"@USAirways can't seem to find the pilots for our 6pm flight, never seen anything like it before #drunkpilots http://t.co/Zira2z3UDc",,2015-02-22 15:02:22 -0800,,Eastern Time (US & Canada)
569633287204773888,negative,1.0,Late Flight,0.6812,US Airways,,dailydebs,,0,@USAirways really? No meal vouchers for a 7 hour flight delay out of Virgin Islands...,,2015-02-22 15:02:13 -0800,Indiana!,
569633285288157184,negative,1.0,Customer Service Issue,0.6495,US Airways,,sebastian_mcfox,,0,@USAirways but the automated message says the line is too busy to join the queue! #stuckintheloop,,2015-02-22 15:02:13 -0800,,
569633099174322177,negative,0.6563,Customer Service Issue,0.6563,US Airways,,thpx,,0,"@usairways HI again! How you suggested I contacted u via phone, sent a mail with the original ticket &amp; the result: http://t.co/214i0RTIH4",,2015-02-22 15:01:28 -0800,"Bavaria, Germany",Berlin
569632828478136320,negative,1.0,Can't Tell,0.385,US Airways,,dlancaster243,,0,"@USAirways stuck on the ramp at DCA, US Air computer system crashed...everywhere.",,2015-02-22 15:00:24 -0800,,
569632685318115329,negative,1.0,Bad Flight,0.6966,US Airways,,Bnuuug,,0,@USAirways #flight2031 the flight to Hell,,2015-02-22 14:59:50 -0800,,Eastern Time (US & Canada)
569632379326869504,negative,1.0,Customer Service Issue,1.0,US Airways,,amischke,,0,"@USAirways Gave up after more than 2 hours on hold. Still need that receipt; last time it was promised, it never arrived. Help?!",,2015-02-22 14:58:37 -0800,Boston area,Eastern Time (US & Canada)
569632283046469634,negative,0.701,Lost Luggage,0.701,US Airways,,tiffsaulnier,,0,@USAirways @AmericanAir just be prepared for a claim if that bag is lost ... Too many valuables to carry in my hands. #us2146 to #aa2924,,2015-02-22 14:58:14 -0800,Citizen of the World,
569630712233627648,negative,1.0,Late Flight,0.6718,US Airways,,mmislankar87,,1,"@USAirways told me I deserved to be delayed because I booked the last flight and then I hear ""the only inconvience is missing your flight""",,2015-02-22 14:51:59 -0800,,
569630148468670464,neutral,1.0,,,US Airways,,ArrestlessMind,,0,@USAirways Any update on the computer outtage affecting flights? Is this national or just Northeast? ETA on resolution?,,2015-02-22 14:49:45 -0800,"Atascadero, CA",Eastern Time (US & Canada)
569629882323496961,negative,1.0,Bad Flight,1.0,US Airways,,Bnuuug,,0,"@USAirways flight 2031, worst experience we've ever had on a flight. Regretting opening their air miles card #hotterandlongerthanhell",,2015-02-22 14:48:41 -0800,,Eastern Time (US & Canada)
569629631814508544,negative,1.0,Flight Booking Problems,0.6667,US Airways,,beoliu,,0,@USAirways hello! I never received a confirmation code for my flights (though they are confirmed--so says the automated reply). Any ideas?,,2015-02-22 14:47:42 -0800,"Tuscaloosa, Alabama",Central Time (US & Canada)
569629346777968640,negative,1.0,Customer Service Issue,0.6491,US Airways,,blumeanbb,,0,@USAirways 5 hours on the phone waiting for a call back to find my luggage #shameonyou,,2015-02-22 14:46:34 -0800,,
569628521666117632,negative,1.0,longlines,0.6559999999999999,US Airways,,EggZackLeeMe,,0,@USAirways ... What's going on at @PHLAirport ?!  I've been sitting at the gate for 45minutes.,"[39.8749922, -75.24017448]",2015-02-22 14:43:17 -0800,"West Chester, PA",Eastern Time (US & Canada)
569628242044428288,negative,1.0,Flight Attendant Complaints,1.0,US Airways,,LeahWoomer,,0,@USAirways 799 from AMS to PHL today- 3 of 4 flight attendants were downright rude and hostile and made the 8+ hour flight even worse.,"[39.87455718, -75.24082121]",2015-02-22 14:42:10 -0800,,
569628145030004736,negative,1.0,Cancelled Flight,0.3606,US Airways,,jph_sc,,0,@USAirways why the hell will you not put us in a hotel when you've stranded us. Your message says mechanical issues not weather. #usairways,,2015-02-22 14:41:47 -0800,"Charleston, SC",Eastern Time (US & Canada)
569627574336421888,neutral,1.0,,,US Airways,,Marcusluft,,0,@USAirways my wife left her phone on flight AWE474 on Friday February 20th upon landing in Minneapolis. How can we get it back? Thanks!,,2015-02-22 14:39:31 -0800,"Thunder Bay, ON, Canada",Eastern Time (US & Canada)
569627477200535552,negative,0.6459999999999999,Customer Service Issue,0.3326,US Airways,,ccmleblanc,,0,@USAirways what's the deal with the flight computer network?,,2015-02-22 14:39:08 -0800,,
569627346166284288,negative,0.6462,Customer Service Issue,0.3346,US Airways,,MattressCC,,0,@USAirways does anyone actually work at the dividend miles department? http://t.co/BgtJFmnEOT,,2015-02-22 14:38:37 -0800,,Central Time (US & Canada)
569627079458865153,negative,0.6294,Cancelled Flight,0.6294,US Airways,,HollyHMullin,,0,@USAirways No flights out of Philly because of system wide tech issue.   @CBSPhilly,,2015-02-22 14:37:33 -0800,,Eastern Time (US & Canada)
569627069463842816,negative,1.0,Bad Flight,0.6512,US Airways,,PamelaSedmak,,0,@USAirways Huge system problems at DCA.Manual check in; flight boarded but sitting at gate due to system issues. Frustrated Chairman member,,2015-02-22 14:37:31 -0800,Sunny mountains of Arizona,Central Time (US & Canada)
569626882053787649,negative,1.0,Cancelled Flight,1.0,US Airways,,servicejunkie19,,0,"@USAirways epic fail @ CLT ystrdy w/Cancelled Flightled flights. No staff, no communication &amp; no refund for unused portion of tix. Keep it classy guys",,2015-02-22 14:36:46 -0800,,
569626841046224896,negative,1.0,Customer Service Issue,0.66,US Airways,,Ariella_Lexi,,0,@USAirways i have been tryng to rsrv a flight over the phone over the past 4 days and keep getting an automated message to call back?!?!?!,,2015-02-22 14:36:36 -0800,Elmwood Park ,Central Time (US & Canada)
569626683139104768,negative,1.0,Flight Attendant Complaints,1.0,US Airways,,FrancescaJo_,,0,@USAirways @AmericanAir Just got off Int. Flight #799. Your Intentionally rude staff made for a horrible 8hr+ flight on an unsuitable plane.,,2015-02-22 14:35:59 -0800,"Phoenix, AZ",
569625848334000128,negative,1.0,Late Flight,1.0,US Airways,,greatloop,,0,@USAirways on plane from BOS to CLT for 60 mins. Still at gate. Crew says system-wide computers preventing paperwork. Any info you can give?,"[42.36184505, -71.02219492]",2015-02-22 14:32:40 -0800,The Great Loop,Eastern Time (US & Canada)
569625599570014209,negative,0.6917,Late Flight,0.6917,US Airways,,JesseMendelson,,0,@USAirways will you hold #475 today for connecting passengers coming from delayed flights?,,2015-02-22 14:31:40 -0800,Washington DC,Quito
569625053916061696,positive,1.0,,,US Airways,,sleenieto,,1,@USAirways provided the best service for me today! Thank you so much :),,2015-02-22 14:29:30 -0800,Tampa,Eastern Time (US & Canada)
569625014179377152,negative,1.0,Late Flight,0.6903,US Airways,,rossj987,,0,@USAirways Can you guys please give an update?  Been sitting on Tarmac on flight 601 yet the website still says it's on time?,,2015-02-22 14:29:21 -0800,"Washington, D.C.",Eastern Time (US & Canada)
569624406437306370,negative,1.0,Cancelled Flight,0.6659,US Airways,,peacheslt4,,0,@USAirways - flight was Cancelled Flightled to Buf today. Waited in line for 2+ hrs &amp; cus service was rude. No flight until Tues. Need to get to ROC.,,2015-02-22 14:26:56 -0800,,
569624021605740545,negative,1.0,Customer Service Issue,1.0,US Airways,,MityaFerenetz,,1,@USAirways Seriously? I should keep trying after seven hours. That is your corporate policy? #usairwaysfail,,2015-02-22 14:25:24 -0800,,Atlantic Time (Canada)
569624009354170369,negative,1.0,Can't Tell,0.6443,US Airways,,dave_cavan,,0,"@USAirways his name is Rett Cavan, he has a gofundme page, and is going to take his last breath tonight. This airline only cares about money","[43.19825137, -70.87335749]",2015-02-22 14:25:21 -0800,"Livonia, MI",
569623606684209154,negative,0.6653,Cancelled Flight,0.3451,US Airways,,dave_cavan,,0,@USAirways that you would let us just switch to a different set of flights so we could spend time with the family after he passes away...,"[43.19830037, -70.87348793]",2015-02-22 14:23:45 -0800,"Livonia, MI",
569623415767871489,negative,1.0,Customer Service Issue,1.0,US Airways,,dave_cavan,,0,@USAirways he is 8 months old and is suffering from a rare form of cancer. Your customer service agents had no compassion and I am disgusted,"[43.19824341, -70.8733423]",2015-02-22 14:23:00 -0800,"Livonia, MI",
569623396729917440,negative,1.0,Flight Attendant Complaints,0.6791,US Airways,,brianmka,,0,"@USAirways Best part was hearing the attendant give a voucher to person next to me for hotel at BGR. Then my guy saying ""we don't do that""",,2015-02-22 14:22:55 -0800,"Washington, D.C.",Central Time (US & Canada)
569623359304003584,negative,1.0,Customer Service Issue,0.6517,US Airways,,Dwight_Paulson,,0,@USAirways horrible cust service exp at DIA today. Wife waited 3 hrs on the plane b/f flight 695 was Cancelled Flightled. Still waiting for bags.,,2015-02-22 14:22:46 -0800,,
569623211324735488,negative,1.0,Customer Service Issue,0.6939,US Airways,,MattressCC,,0,@USAirways is really good at deferring responsibility.,,2015-02-22 14:22:11 -0800,,Central Time (US & Canada)
569623190730887168,negative,1.0,Can't Tell,0.6186,US Airways,,dave_cavan,,0,@USAirways thank you so much for asking us to pay $700 to switch to a different flight so I could spend more time with my dying nephew.,"[43.19872113, -70.87307422]",2015-02-22 14:22:06 -0800,"Livonia, MI",
569623164105433088,negative,1.0,Flight Attendant Complaints,1.0,US Airways,,Gregm528,,0,"@USAirways @AmericanAir @GMA could not have had a worse airline experience. Rude, unhelpful, got yelled at😳. @JetBlue need your help",,2015-02-22 14:22:00 -0800,NY,Eastern Time (US & Canada)
569623156337586177,negative,1.0,Lost Luggage,1.0,US Airways,,Brendanhwalters,,0,"@USAirways please help! No bags, no way to get through to customer service since 8AM this morning! Help!!",,2015-02-22 14:21:58 -0800,NYC,
569622857120137216,negative,1.0,Flight Attendant Complaints,1.0,US Airways,,TheLoveBite,,0,@USAirways I do but the real ? Is why your staff can behave offensively. Flight 699. Please look into it. Message me if you want particulars,,2015-02-22 14:20:46 -0800,"Los Angeles, CA",Pacific Time (US & Canada)
569621714046455808,neutral,0.6307,,,US Airways,,Sam_Kaplan,,0,@USAirways glad people can put their coats in the storage area though. It would be super unfortunate to leave those on the floor,,2015-02-22 14:16:14 -0800,,Central Time (US & Canada)
569621698905022464,negative,1.0,Late Flight,0.6939,US Airways,,PhilHagen,,0,@usairways @AmericanAir LAX connect from term 6 to term 4.  55min layover due to delay. US755-AA2595. Is this realistic? Can 2595 be held?,,2015-02-22 14:16:10 -0800,"Lewes, DE, USA",Eastern Time (US & Canada)
569621548446957568,neutral,0.6742,,0.0,US Airways,,brianmka,,0,@USAirways But good luck getting there! Not cool.,,2015-02-22 14:15:34 -0800,"Washington, D.C.",Central Time (US & Canada)
569621412325023744,negative,1.0,Customer Service Issue,0.6889,US Airways,,OutsideHitter84,,0,@USAirways I left an item on plane BOS-PHL on Friday.  I've called PHL US Airways # &amp; left 6 msgs. No return call what to do at this point.,,2015-02-22 14:15:02 -0800,,
569621365634015232,negative,1.0,Cancelled Flight,1.0,US Airways,,brianmka,,0,@USAirways What a great way to kick someone when they are down. Cancelled Flight a noon flight and rebook me on one two hours south from here tomorrow,,2015-02-22 14:14:51 -0800,"Washington, D.C.",Central Time (US & Canada)
569621238152368128,negative,1.0,Flight Attendant Complaints,0.677,US Airways,,Sam_Kaplan,,0,@USAirways thanks for making me check my bag when the space was empty and to the flight attendant for the dirty look http://t.co/9rx5HOmM25,,2015-02-22 14:14:20 -0800,,Central Time (US & Canada)
569621210746789888,negative,0.6737,Late Flight,0.3368,US Airways,,rossj987,,0,@USAirways so apparently all of your computers crashed at BWI?  Any update on when flights will be moving?,,2015-02-22 14:14:14 -0800,"Washington, D.C.",Eastern Time (US & Canada)
569620355783925760,negative,1.0,Lost Luggage,1.0,US Airways,,CatieKriewald,,0,@USAirways made it to the Bahamas for work but my luggage didn't. I know #travel happens but is there anyway I can get more help/info?,,2015-02-22 14:10:50 -0800,"Stillwater, MN",Central Time (US & Canada)
569619861879590912,negative,1.0,Late Flight,0.6745,US Airways,,CMocz,,0,"@USAirways 24 hrs Late Flightr still not home. Hotel, rental car etc with a 5 yr old, what happened to ""customer service is our first priority""",,2015-02-22 14:08:52 -0800,,
569619668060807169,neutral,1.0,,,US Airways,,VictorJDH,,0,"@USAirways I saw online you had fee but I was wondering if there was a way to pay for it ahead of time, instead of at the kiosk",,2015-02-22 14:08:06 -0800,East Lansing,Eastern Time (US & Canada)
569619075246235648,negative,1.0,Cancelled Flight,1.0,US Airways,,TheConnorCough,,0,"@USAirways Cancelled Flights my flight to NY 3 times, then once I make it here they decided for S&amp;Gs they'll Cancelled Flight my return flight too. Thanks.","[42.74561865, -73.80942844]",2015-02-22 14:05:45 -0800,"G-Town, Geneva NY",Central Time (US & Canada)
569618838767181825,neutral,0.65,,0.0,US Airways,,LaceyDGarland,,2,@USAirways Y'all need to get it together,"[35.87642273, -78.79274566]",2015-02-22 14:04:48 -0800,"Goldsboro, NC",Eastern Time (US & Canada)
569618750946873344,negative,1.0,Customer Service Issue,1.0,US Airways,,amischke,,0,@USAirways On hold for &gt;70 mins on my 3rd attempt just to get a receipt showing change fees for an upcoming flight. Please help!,,2015-02-22 14:04:27 -0800,Boston area,Eastern Time (US & Canada)
